"rank","persona_id","role","role_label","work_setting","life_stage","time_pressure","personal_priority","primary_goal","completed_first_value","wow_moment","love_score","use_again_score","family_time_back_resonance_score","outcome_tier","primary_pain_point"
"4461","DEMO-TEST-SL-5000-TRAINER-0399","trainer","Trainer","trade-school lab","established family","second job or side work","teach the next person faster","review a mystery part","false","false","50.6","57","72.1","failed_first_value","training value is hidden until after a PartSnap result"
"4462","DEMO-TEST-SL-5000-TRAINER-0561","trainer","Trainer","manufacturer training","early career","elder-care responsibility","teach the next person faster","use a facility scenario","true","false","50.6","56.8","72.1","weak_payoff","training value is hidden until after a PartSnap result"
"4463","DEMO-TEST-SL-5000-COUNTER-0641","counter","Counter / Distributor","independent pool store","late career or empty nest","unpredictable on-call schedule","feel confident without calling a boss","compare possible part families","false","false","50.6","56.6","72.2","failed_first_value","proof packet value is invisible before the first successful scan"
"4464","DEMO-TEST-SL-5000-TRAINER-0205","trainer","Trainer","trade-school lab","established family","second job or side work","feel confident without calling a boss","review a mystery part","false","false","50.6","56.5","72.2","failed_first_value","training value is hidden until after a PartSnap result"
"4465","DEMO-TEST-SL-5000-TRAINER-0853","trainer","Trainer","CPO classroom","sandwich caregiver","unpredictable on-call schedule","avoid a weekend callback","use a facility scenario","true","false","50.6","56.4","82","weak_payoff","training value is hidden until after a PartSnap result"
"4466","DEMO-TEST-SL-5000-HOMEOWNER-0274","homeowner","Homeowner","HOA board volunteer","early career","unpredictable on-call schedule","teach the next person faster","understand turnover time","false","false","50.6","56.4","72.2","failed_first_value","technical navigation remains too broad for homeowner mode"
"4467","DEMO-TEST-SL-5000-HOMEOWNER-0649","homeowner","Homeowner","experienced DIY owner","established family","second job or side work","protect customer or facility trust","estimate pool volume","true","false","50.6","55.7","72.3","weak_payoff","technical navigation remains too broad for homeowner mode"
"4468","DEMO-TEST-SL-5000-HOMEOWNER-0453","homeowner","Homeowner","short-term rental owner","early career","protect dinner at home","feel confident without calling a boss","know when to stop and call a pro","false","false","50.6","55.3","68.4","failed_first_value","technical navigation remains too broad for homeowner mode"
"4469","DEMO-TEST-SL-5000-HOMEOWNER-0292","homeowner","Homeowner","owner working with a service company","raising young children","school or daycare pickup","get home for dinner","check a basic dosing input","false","false","50.6","55","82.2","failed_first_value","technical navigation remains too broad for homeowner mode"
"4470","DEMO-TEST-SL-5000-HOMEOWNER-0278","homeowner","Homeowner","first-time pool owner","late career or empty nest","protect dinner at home","protect customer or facility trust","check a basic dosing input","false","false","50.6","54.6","68.5","failed_first_value","technical navigation remains too broad for homeowner mode"
"4471","DEMO-TEST-SL-5000-HOMEOWNER-0397","homeowner","Homeowner","first-time pool owner","sandwich caregiver","second job or side work","avoid a weekend callback","prepare a clear note for a pro","false","false","50.6","54.6","82.3","failed_first_value","technical navigation remains too broad for homeowner mode"
"4472","DEMO-TEST-SL-5000-HOMEOWNER-0990","homeowner","Homeowner","experienced DIY owner","early career","unpredictable on-call schedule","feel confident without calling a boss","know when to stop and call a pro","false","false","50.6","54","72.6","failed_first_value","technical navigation remains too broad for homeowner mode"
"4473","DEMO-TEST-SL-5000-HOMEOWNER-0415","homeowner","Homeowner","experienced DIY owner","raising young children","unpredictable on-call schedule","feel confident without calling a boss","understand turnover time","true","false","50.6","53.5","77.5","weak_payoff","technical navigation remains too broad for homeowner mode"
"4474","DEMO-TEST-SL-5000-TRAINER-0425","trainer","Trainer","CPO classroom","sandwich caregiver","unpredictable on-call schedule","avoid a weekend callback","teach proof before ordering","false","false","50.6","53.4","82.5","failed_first_value","training value is hidden until after a PartSnap result"
"4475","DEMO-TEST-SL-5000-HOMEOWNER-0716","homeowner","Homeowner","HOA board volunteer","raising young children","school or daycare pickup","get home for dinner","know when to stop and call a pro","false","false","50.6","53.4","82.5","failed_first_value","technical navigation remains too broad for homeowner mode"
"4476","DEMO-TEST-SL-5000-HOMEOWNER-0330","homeowner","Homeowner","first-time pool owner","raising young children","second job or side work","feel confident without calling a boss","know when to stop and call a pro","false","false","50.6","52.7","77.6","failed_first_value","technical navigation remains too broad for homeowner mode"
"4477","DEMO-TEST-SL-5000-HOMEOWNER-0656","homeowner","Homeowner","experienced DIY owner","early career","elder-care responsibility","teach the next person faster","understand turnover time","false","false","50.6","52.6","72.8","failed_first_value","technical navigation remains too broad for homeowner mode"
"4478","DEMO-TEST-SL-5000-HOMEOWNER-0900","homeowner","Homeowner","experienced DIY owner","early career","school or daycare pickup","feel confident without calling a boss","estimate pool volume","true","false","50.6","52.4","72.8","weak_payoff","technical navigation remains too broad for homeowner mode"
"4479","DEMO-TEST-SL-5000-TRAINER-0437","trainer","Trainer","CPO classroom","raising young children","protect dinner at home","feel confident without calling a boss","review a mystery part","true","false","50.5","59.9","72.7","weak_payoff","training value is hidden until after a PartSnap result"
"4480","DEMO-TEST-SL-5000-TRAINER-0068","trainer","Trainer","trade-school lab","sandwich caregiver","elder-care responsibility","teach the next person faster","review a mystery part","false","false","50.5","59.1","76.6","failed_first_value","training value is hidden until after a PartSnap result"
"4481","DEMO-TEST-SL-5000-TRAINER-0404","trainer","Trainer","service-company ride-along","early career","elder-care responsibility","avoid a weekend callback","teach proof before ordering","true","false","50.5","58","76.8","weak_payoff","training value is hidden until after a PartSnap result"
"4482","DEMO-TEST-SL-5000-TRAINER-0706","trainer","Trainer","independent online training","early career","unpredictable on-call schedule","teach the next person faster","teach proof before ordering","false","false","50.5","57.8","72","failed_first_value","training value is hidden until after a PartSnap result"
"4483","DEMO-TEST-SL-5000-COUNTER-0163","counter","Counter / Distributor","regional distributor counter","sandwich caregiver","elder-care responsibility","get home for dinner","identify a walk-in part","false","false","50.5","57.2","81.9","failed_first_value","proof packet value is invisible before the first successful scan"
"4484","DEMO-TEST-SL-5000-COUNTER-0597","counter","Counter / Distributor","regional distributor counter","sandwich caregiver","protect dinner at home","get home for dinner","collect the missing label proof","false","false","50.5","56.5","78.1","failed_first_value","proof packet value is invisible before the first successful scan"
"4485","DEMO-TEST-SL-5000-TRAINER-0405","trainer","Trainer","service-company ride-along","early career","school or daycare pickup","avoid a weekend callback","teach proof before ordering","false","false","50.5","56.5","77.1","failed_first_value","training value is hidden until after a PartSnap result"
"4486","DEMO-TEST-SL-5000-TRAINER-0480","trainer","Trainer","CPO classroom","raising young children","unpredictable on-call schedule","teach the next person faster","use a facility scenario","false","false","50.5","56.5","77.1","failed_first_value","training value is hidden until after a PartSnap result"
"4487","DEMO-TEST-SL-5000-TRAINER-0989","trainer","Trainer","trade-school lab","raising young children","school or daycare pickup","protect customer or facility trust","run a five-minute field lesson","false","false","50.5","56","77.2","failed_first_value","training value is hidden until after a PartSnap result"
"4488","DEMO-TEST-SL-5000-COUNTER-0034","counter","Counter / Distributor","manufacturer support desk","raising young children","elder-care responsibility","get home for dinner","collect the missing label proof","false","false","50.5","55.8","82.1","failed_first_value","proof packet value is invisible before the first successful scan"
"4489","DEMO-TEST-SL-5000-TRAINER-0783","trainer","Trainer","service-company ride-along","established family","unpredictable on-call schedule","feel confident without calling a boss","review a mystery part","false","false","50.5","55.8","72.3","failed_first_value","training value is hidden until after a PartSnap result"
